报告ID,报告编号,发布日期,观察窗,日文题名,语言,报告类型,资料角色,科技关联层级,主题标签,官方落地页,仓储记录ID,官方PDF,页面来源,本地原始资产,本地文本,本地切片或转写,字节数,SHA256,PDF页数,提取文本字符数,本地状态,错误,获取日期
C-NISTEP-RM256-E5F33500,RM:256,2017-02-01,W1,科学技術に関する国民意識調査－国際・国内比較指標に関する検討－,日文,调查资料,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；科技前瞻、新兴议题与社会；开放科学、研究诚信与治理,http://hdl.handle.net/11035/3158,4781,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM256-E5F33500.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM256-E5F33500.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-RM256-E5F33500.md,41696230,01e68c152aadd478e36da37a9fdd96b3ef0e3b0287f9d728ba47f9c5cbe8f843,254,103367,官方PDF已保存并校验,,2026-08-22
C-NISTEP-RM257-AC25C9EE,RM:257,2017-02-01,W1,日本の大学システムのインプット構造―「科学技術研究調査（2002～2015）」の詳細分析―,日文,调查资料,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动,http://hdl.handle.net/11035/3157,4782,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-RM257-AC25C9EE.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-RM257-AC25C9EE.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-RM257-AC25C9EE.md,260093,2790a2e5e6b5a86dfc8e3d7061a0d429515ca0cdff925d55d43611e2605f53d1,0,116084,官方仓储PDF代理全文已保存,,2026-08-22
C-NISTEP-DP141-2350B798,DP:141,2017-03-01,W1,日本企業の海外展開と国内事業再編,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；科技人才、博士与职业流动；企业研发、创新与产学合作,http://hdl.handle.net/11035/3162,4216,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-DP141-2350B798.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-DP141-2350B798.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-DP141-2350B798.md,3388,ff39b39ffc59e54230318863cb0269169b87e905a5c5a920c026dc0fe7e3f174,0,2286,官方仓储PDF代理全文已保存,,2026-08-22
C-NISTEP-DP142-61D6510C,DP:142,2017-03-01,W1,科学・技術・産業データの接続と産業の科学集約度の測定,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；企业研发、创新与产学合作,http://hdl.handle.net/11035/3161,4217,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP142-61D6510C.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP142-61D6510C.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-DP142-61D6510C.md,398440,1bde30ffec3a67354a88c6ddb76fe8aa6dfa8fad3e9b1039f05d360418c35018,1,1670,官方PDF已保存并校验,,2026-08-22
C-NISTEP-DP143-7A3F21A2,DP:143,2017-03-01,W1,日本企業における特許出願が生存率に与える効果の実証分析～オープンイノベーション時代の創造的破壊に関する一考察～,日文,讨论论文,作者讨论论文,核心科技直接材料,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科研体系、资助与研究基础；企业研发、创新与产学合作；开放科学、研究诚信与治理,http://hdl.handle.net/11035/3160,4218,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP143-7A3F21A2.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP143-7A3F21A2.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-DP143-7A3F21A2.md,291126,2efb6ea96e6365e2296619bebf962616ef58d21d48adb1e11706c8937f3b8315,1,2140,官方PDF已保存并校验,,2026-08-22
C-NISTEP-DP144-5B9A73CE,DP:144,2017-03-01,W1,一連の大学改革と教授の多様性拡大に関する一考察～研究者の属性と昇進に関するイベントヒストリー分析～,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作,http://hdl.handle.net/11035/3163,4219,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP144-5B9A73CE.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP144-5B9A73CE.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-DP144-5B9A73CE.md,727008,15f542e1d7f971dd52ab5b7e0005bef15e1d4dcef155c5bdfa1ef07577035038,38,46770,官方PDF已保存并校验,,2026-08-22
C-NISTEP-DP145-FBE1B450,DP:145,2017-03-01,W1,アンケート調査から見た国内大学等による国際産学連携の現状,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；开放科学、研究诚信与治理,http://hdl.handle.net/11035/3164,4220,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP145-FBE1B450.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP145-FBE1B450.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-DP145-FBE1B450.md,2085157,177937c19596b45a97802966994a4ea199b54a0a4984f59afbe072413dfae174,98,62920,官方PDF已保存并校验,,2026-08-22
C-NISTEP-RM258-D6DF8C31,RM:258,2017-03-01,W1,論文データベース分析から見た大学内部組織レベルの研究活動の構造把握,日文,调查资料,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；企业研发、创新与产学合作,http://hdl.handle.net/11035/3159,4783,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM258-D6DF8C31.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM258-D6DF8C31.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-RM258-D6DF8C31.md,8187472,7c16ba56d72452e996e4797f4c905867f902953319ad801f469d18f606719d0b,68,89792,官方PDF已保存并校验,,2026-08-22
C-NISTEP-NR171-25FA8736,NR:171,2017-05-01,W1,科学技術の状況に係る総合的意識調査（NISTEP 定点調査2016）報告書,日文,NISTEP正式报告,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作,http://hdl.handle.net/11035/3165,4498,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-NR171-25FA8736.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-NR171-25FA8736.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-NR171-25FA8736.md,5726774,4fb9860090514d20e806da9143f08794585e796159ef44dc047f869d51c7b5b8,158,226220,官方PDF已保存并校验,,2026-08-22
C-NISTEP-NR172-5B91992F,NR:172,2017-05-01,W1,科学技術の状況に係る総合的意識調査（NISTEP定点調査2016）データ集,日文,NISTEP正式报告,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科技人才、博士与职业流动；企业研发、创新与产学合作,http://hdl.handle.net/11035/3166,4499,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-NR172-5B91992F.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-NR172-5B91992F.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-NR172-5B91992F.md,385910,1e2e48cdb8ce0ce2b7581e46f2560dbb81369229fb221a952da94259c0446a87,1,1770,官方PDF已保存并校验,,2026-08-22
C-NISTEP-NR173-32CE1AFA,NR:173,2017-05-01,W1,民間企業の研究活動に関する調査報告2016,日文,NISTEP正式报告,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作,http://hdl.handle.net/11035/3167,4500,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-NR173-32CE1AFA.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-NR173-32CE1AFA.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-NR173-32CE1AFA.md,1691733,689c1b45a1744d43625a080142bd623e6557cc867d1b7d213d032438eb9b055f,171,267512,官方PDF已保存并校验,,2026-08-22
C-NISTEP-DP146-D9CA8AAD,DP:146,2017-06-01,W1,論文を生み出した研究活動に用いた資金と人的体制－2004～2012 年に出版された論文の責任著者を対象にした大規模質問票調査の分析（論文実態調査）－,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动,http://hdl.handle.net/11035/3168,4221,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP146-D9CA8AAD.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP146-D9CA8AAD.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-DP146-D9CA8AAD.md,5828493,48e37bcd97af15942b138b9b1ce0aaaa04790d78015d36edc68e46736fd41131,96,89967,官方PDF已保存并校验,,2026-08-22
C-NISTEP-DP147-FD7254A7,DP:147,2017-06-01,W1,女性博士のキャリア構築と家族形成,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；科技前瞻、新兴议题与社会,http://hdl.handle.net/11035/3169,4222,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP147-FD7254A7.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP147-FD7254A7.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-DP147-FD7254A7.md,808559,ae484c13a2c75be4256f21de3cf645b215fdc5aac52f939b9dcfa57daa53c8e5,40,40469,官方PDF已保存并校验,,2026-08-22
C-NISTEP-DP148-739953E9,DP:148,2017-06-01,W1,博士の入職経路の特徴と賃金・仕事満足度で見たマッチング効率の検証―「博士人材追跡調査」の個票データを用いて―,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作,http://hdl.handle.net/11035/3175,4223,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP148-739953E9.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP148-739953E9.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-DP148-739953E9.md,877255,b9febf938a4689793798da9509d5765f652227cb64f84f72d3fcfeaa0cbb0516,50,64332,官方PDF已保存并校验,,2026-08-22
C-NISTEP-DP149-FC0E460B,DP:149,2017-06-01,W1,企業のイノベーション・アウトプットの多面的測定,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科研体系、资助与研究基础；企业研发、创新与产学合作,http://hdl.handle.net/11035/3170,4224,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP149-FC0E460B.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP149-FC0E460B.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-DP149-FC0E460B.md,269454,5773646eb42e1b343de1c4deff296f80d5bce4a5d96e218c355a8ec4ae2b1935,1,2266,官方PDF已保存并校验,,2026-08-22
C-NISTEP-DP150-1B67428B,DP:150,2017-06-01,W1,博士課程での研究指導状況とインパクト－「博士人材追跡調査」による総合的な分析－,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动,http://hdl.handle.net/11035/3174,4225,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP150-1B67428B.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP150-1B67428B.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-DP150-1B67428B.md,709990,ad3cdfda97584b4862dc27bdb22ebcdebe165931892a602c8c3241115535f2e6,41,76237,官方PDF已保存并校验,,2026-08-22
