报告ID,统一目录报告ID,发布日期,报告名称,官方文类,官方文号,科技创新相关度,中国直接信号,官方落地页,页面摘要,资料层级,全文策略,采集日期
C-EU-STOA-EPRS-ATA-2018-624247,C-EU-STOA-EPRS-ATA-2018-624247,2018-09-06,What if technologies had their own ethical standards?,At a Glance,EPRS_ATA(2018)624247,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2018)624247,"Technologies are often seen either as objects of ethical scrutiny or as challenging traditional ethical norms. The advent of autonomous machines, deep learning and big data techniques, blockchain applications and 'smart' technological products raises the need to introduce ethical norms into these devices. The very act of building new and emerging technologies has also become the act of creating specific moral systems within which human and artificial agents will interact through transactions with ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2018-624254,C-EU-STOA-EPRS-ATA-2018-624254,2018-09-27,What if blockchain offered a way to reconcile privacy with transparency?,At a Glance,EPRS_ATA(2018)624254,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2018)624254,"One of the most appealing aspects of blockchain technology is the degree of transparency that it can provide. Blockchain has the potential to improve supply chains and clinical trials, enforce the law, enable responsible consumption and enhance democratic governance through a traceability of information as a means of ensuring that nothing is unduly modified. The level of transparency that blockchain brings forward adds a degree of accountability that has not existed to date. At the same time, one ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2018-624248,C-EU-STOA-EPRS-ATA-2018-624248,2018-09-27,What if blockchain were to be truly decentralised?,At a Glance,EPRS_ATA(2018)624248,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2018)624248,"Technological systems, once introduced in a particular socio-economic context, often evolve in unforeseen ways and may fall prey to unexpected power relations. Blockchain, as a technology that relies on decentralisation to enable storing and securing data-based transactions without central administration, is currently facing significant centralisation pressures that may undermine the purpose of operating a decentralised blockchain network. But what if blockchain fulfilled its promise to be truly ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2018-624260,C-EU-STOA-EPRS-ATA-2018-624260,2018-10-16,What if gene editing became routine practice?,At a Glance,EPRS_ATA(2018)624260,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2018)624260,"The CRISPR-Cas9 system currently stands out as the fastest, cheapest and most reliable system for ‘editing’ genes. It is seen as the biggest game changer in the field of gene editing due to its high degree of reliability, effectiveness and low cost. At the same time, the use of CRISPR has generated a series of socio-ethical concerns over whether and how gene editing should be used to make heritable changes to the human genome, to lead to designer babies, to generate potentially risky genome edits ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2018-624259,C-EU-STOA-EPRS-ATA-2018-624259,2018-10-19,What if 'nudging' good habits could make us healthier?,At a Glance,EPRS_ATA(2018)624259,支撑,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2018)624259,"The link between high consumption of trans fats, sugar and salt, found in high amounts in processed food, and an increased risk of cardiovascular diseases (CVDs), type 2 diabetes and various cancers is well established. In the current food market, calorie-rich, processed food, wrapped with ambiguous labels, is readily available, cheap and heavily promoted. But what if consumers could be prompted to make healthier food choices?",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2018-614560,C-EU-STOA-EPRS-STU-2018-614560,2018-10-25,Galileo Satellite Navigation System,Study,EPRS_STU(2018)614560,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2018)614560,This study explains the background necessary for understanding of the Global Satellite Navigation System (GNSS) working principles and the importance of GNSS in our daily life and work. It highlights the specific socio-economic and strategic advantages enabled by the European satellite navigation system ‘Galileo’. It also identifies some of the gaps and challenges towards Galileo’s final operational capability expected in 2021. The study proposes different policy options in order to maximise the ...,轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2018-624267,C-EU-STOA-EPRS-ATA-2018-624267,2018-11-20,What if algorithms could abide by ethical principles?,At a Glance,EPRS_ATA(2018)624267,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2018)624267,"Algorithms, are step-by-step procedure for solving a problem, usually expressed in computer code as a set of instructions for a computer to follow in order to complete a task. Day-to-day decisions around the world are increasingly based on data science techniques powered by machine learning algorithms that are gradually making a meaningful impact on human lives. For example, the operation of intermediary platforms that propose accommodation (AirBnB) or transportation alternatives (Uber) are extensively ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2018-624270,C-EU-STOA-EPRS-ATA-2018-624270,2018-12-07,What if we genetically engineered an entire species?,At a Glance,EPRS_ATA(2018)624270,语境,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2018)624270,"‘Gene drives’ are best known for their capacity to suppress malaria by eradicating mosquito populations. However, its applications reach even further, including the potential to eliminate other insect-transmitted diseases, erasing herbicide and pesticide resistance in weeds and pests, and removing invasive species from ecosystems. How do we navigate the potential benefits and significant risks that are involved in gene drive use?",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2019-624275,C-EU-STOA-EPRS-ATA-2019-624275,2019-01-10,What if we let consumer electricity prices fluctuate?,At a Glance,EPRS_ATA(2019)624275,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2019)624275,"Electricity production from renewable sources such as wind and solar energy is expanding rapidly in Europe and around the world. However, integrating these fluctuating sources into the grid is increasingly becoming a challenge for grid operators that need to match electricity supply with demand. Switching over to a new electricity market system where the demand would better adapt to the supply could be crucial for the success of the transition towards a low-carbon society.",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-IDA-2019-624292,C-EU-STOA-EPRS-IDA-2019-624292,2019-01-30,Understanding public responses to low carbon technologies,In-Depth Analysis,EPRS_IDA(2019)624292,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_IDA(2019)624292,"This report reviews different models and frameworks that explain public responses to low carbon technologies (LCTs). Based on insights from literature, it highlights the need for a multidimensional perspective to understand the complexities surrounding public acceptance or opposition to LCTs. It also proposes two key solutions for how public responses can be better accommodated in a way that engenders support from the public: by integrating social and values-based aspects in planning, and by ensuring ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2019-624291,C-EU-STOA-EPRS-ATA-2019-624291,2019-01-30,What if we could design better technologies through dialogue?,At a Glance,EPRS_ATA(2019)624291,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2019)624291,"While we often talk about the need to achieve acceptance of technology in the face of real and potential public opposition, there are frequently gaps between how regulators, developers and experts conceptualise acceptance and opposition. Here, we examine some prominent conceptualisations and suggest that, rather than responding to public opposition with information campaigns designed to transform citizens into acceptors, strategies for managing public acceptability should include meaningful dialogues ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
