报告ID,官方记录ID,官方分类代码,韩文报告类型,发布日期,观察窗,韩文题名,作者,语言,资料角色,科技关联层级,主题标签,官方落地页,官方PDF,本地原始资产,本地文本,本地切片,字节数,SHA256,PDF页数,提取文本字符数,文本质量,本地状态,错误,获取日期
C-STEPI-A0203-312,312,A0203,조사연구,2023-12-31,W3,국가 난제 해결을 위한 과학기술 관점의 경제·사회 시스템 혁신전략 연구(5차년도) (제2권: 지역난제 해결을 위한 지역 수월성 프로그램 구상),"홍성주
										
										외 12명",韩文,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；能源、气候与绿色转型；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=312,https://www.stepi.re.kr/common/report/Download.do?reIdx=312&streFileNm=fdb5ffda-0575-48dd-8849-ed1cbdad99d6.pdf&cateCont=A0203&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0203-312.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0203-312.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0203-312.md,2395984,ca34776f1bf01134e9f1a077fd69a706c0148e54a9cefd0dbfecc7a22372f7c0,138,132048,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0203-313,313,A0203,조사연구,2023-12-31,W3,국가 난제 해결을 위한 과학기술 관점의 경제·사회 시스템 혁신전략 연구(5차년도) (제3권: 재난안전 정부대응의 국가 난제 진단 연구),"홍성주
										
										외 12명",韩文,机构正式研究,科技创新政策与能力基线,能源、气候与绿色转型；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=313,https://www.stepi.re.kr/common/report/Download.do?reIdx=313&streFileNm=be2613f5-d36b-4fd2-b05a-4dc2821e80ec.pdf&cateCont=A0203&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0203-313.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0203-313.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0203-313.md,4315216,6bea16e4b8172bac7bccff39ff66e2a67a6620167c664fbc304f3fbb9c7ed48d,178,166416,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0203-314,314,A0203,조사연구,2023-12-31,W3,국가 난제 해결을 위한 과학기술 관점의 경제·사회 시스템 혁신전략 연구(5차년도) (제4권: 에너지 안보 및 전환 국가 난제 진단 연구),"홍성주
										
										외 12명",韩文,机构正式研究,科技创新政策与能力基线,能源、气候与绿色转型；科研体系、研发投入与评价；产业创新、创业与区域体系；技术安全、供应链与国际合作,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=314,https://www.stepi.re.kr/common/report/Download.do?reIdx=314&streFileNm=c92dab0f-0703-46db-9f15-27669936ab72.pdf&cateCont=A0203&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0203-314.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0203-314.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0203-314.md,3764745,fd9ceacdc1b1747c4c60918cbd5875efa387e29470bf2d3494ec8425d9e0654e,160,163263,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0203-316,316,A0203,조사연구,2023-12-31,W3,국가 난제 해결을 위한 과학기술 관점의 경제·사회 시스템 혁신전략 연구(5차년도) (제5권: 혁신 관점의 국가난제 거버넌스),"홍성주
										
										외 12명",韩文,机构正式研究,科技创新政策与能力基线,半导体、量子与战略技术；能源、气候与绿色转型；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=316,https://www.stepi.re.kr/common/report/Download.do?reIdx=316&streFileNm=9104c8e0-a164-461d-b9d5-8837db81d691.pdf&cateCont=A0203&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0203-316.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0203-316.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0203-316.md,2150436,d2b1e28750c462f79901ca8d27e9120d882480b916e59a1ee13a4d55a53bebff,200,252734,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0203-317,317,A0203,조사연구,2023-12-31,W3,신산업 과학기술인력의 수요 변화 모니터링 및 민간 중심 수급 자율화를 위한 기반 구축 사업,"홍성민
										
										외 5명",韩文,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；半导体、量子与战略技术；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=317,https://www.stepi.re.kr/common/report/Download.do?reIdx=317&streFileNm=366e39f7-66ef-4ef2-b0c7-86b393a427d3.pdf&cateCont=A0203&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0203-317.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0203-317.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0203-317.md,6974219,8f9fb0407886b0959b6477312435e0fe21c33ffe90f4718bbfc894df3ce4366d,304,289753,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0203-318,318,A0203,조사연구,2023-12-31,W3,2023년 한국기업혁신조사 심층분석,"조가원
										
										외 9명",韩文,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=318,https://www.stepi.re.kr/common/report/Download.do?reIdx=318&streFileNm=be163531-d5e6-4a5e-9b99-106cffeab3c4.pdf&cateCont=A0203&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0203-318.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0203-318.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0203-318.md,3127109,6f6b3ba960ec5bee05faefb1eaf5a6e167cb3886713bd671fafd6b969130ae57,243,254799,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0203-319,319,A0203,조사연구,2023-12-31,W3,기업의 위기 대응·회복력 제고를 위한 정부의 민간 연구개발 지원의 역할,"신기윤
										
										외 4명",韩文,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=319,https://www.stepi.re.kr/common/report/Download.do?reIdx=319&streFileNm=3f1fb3b7-503c-4c56-ae21-f53a4f74fcd5.pdf&cateCont=A0203&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0203-319.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0203-319.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0203-319.md,1444135,bf2afba41cde514564913b3c6a90fc41b7ad410fe0717db4a65924dd5452664e,140,143605,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0203-320,320,A0203,조사연구,2024-11-30,W3,한국 과학기술외교 우수사례 발굴 및 고도화 프레임 도출,"이동우
										
										외 3명",韩文,机构正式研究,科技创新政策与能力基线,中国科技与国际比较；人工智能、数据与数字技术；科研体系、研发投入与评价；产业创新、创业与区域体系；技术安全、供应链与国际合作；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=320,https://www.stepi.re.kr/common/report/Download.do?reIdx=320&streFileNm=dbf18b4e-028b-440d-89d6-4e945d089f48.pdf&cateCont=A0203&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0203-320.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0203-320.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0203-320.md,1766887,8f760938b676f5d9c1c4ed78136f6b62e615b2da4c647205e979777785507436,189,222058,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0202-321,321,A0202,정책자료,2016-12-30,W1,미래전 대응 국방연구개발시스템 발전방안,"하태정
										
										외 2명",韩文,机构正式研究,科技创新政策与能力基线,中国科技与国际比较；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；技术安全、供应链与国际合作；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=321,https://www.stepi.re.kr/common/report/Download.do?reIdx=321&streFileNm=A0202_321&cateCont=A0202&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0202-321.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0202-321.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0202-321.md,2608748,4a0105f9f1b29434b5b9ee172f065ad20fb5e93026c082dfebb88d991f26e82d,192,180124,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0202-322,322,A0202,정책자료,2016-12-30,W1,이공계 박사후과정연구원의 경력경로 다변화에 따른 새로운 지원 정책 모색방안,"성경모
										
										외 2명",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=322,https://www.stepi.re.kr/common/report/Download.do?reIdx=322&streFileNm=A0202_322&cateCont=A0202&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0202-322.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0202-322.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0202-322.md,2367931,9f10cf2bb58a4f91f63d92bd9ad7ac6b4cc48c23ed6a8ddbe544cdfb0de340f0,176,187839,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0202-323,323,A0202,정책자료,2016-12-30,W1,G20 정상회의와 과학기술혁신 아젠다 연구,"이우성
										
										외 6명",韩文,机构正式研究,科技创新政策与能力基线,中国科技与国际比较；人工智能、数据与数字技术；能源、气候与绿色转型；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；技术安全、供应链与国际合作；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=323,https://www.stepi.re.kr/common/report/Download.do?reIdx=323&streFileNm=A0202_323&cateCont=A0202&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0202-323.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0202-323.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0202-323.md,4877313,8f01a307d80d53fa78024b60c89c78832888e4c43531921241544260e58776be,126,129229,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0202-324,324,A0202,정책자료,2016-12-30,W1,연구개발서비스업 혁신역량 강화방안 기획연구,"최병삼
										
										외 3명",韩文,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；技术安全、供应链与国际合作；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=324,https://www.stepi.re.kr/common/report/Download.do?reIdx=324&streFileNm=A0202_324&cateCont=A0202&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0202-324.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0202-324.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0202-324.md,2849254,774b1105bc6169f6a1bf0507d9887ce7f674b8b38bea7a6fe1c316a39c273cb7,142,113520,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0202-325,325,A0202,정책자료,2016-12-30,W1,2016년도 국제기술혁신협력사업,"임덕순
										
										외 13명",韩文,机构正式研究,科技创新政策与能力基线,中国科技与国际比较；能源、气候与绿色转型；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；技术安全、供应链与国际合作,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=325,https://www.stepi.re.kr/common/report/Download.do?reIdx=325&streFileNm=A0202_325&cateCont=A0202&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0202-325.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0202-325.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0202-325.md,33737443,57c4f11d1e5c33f7d3df2a2e9cfbfe39a61e2b1d9524dacaa4205d29a3157aab,476,483047,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0203-326,326,A0203,조사연구,2024-12-31,W3,글로벌 중추국가 도약을 위한 포스트 2030 과학기술혁신 의제 연구(1차년도) (2권: 글로벌 과학기술 의제 심층 분석 및 글로벌 과학기술 의제선도 이론과 사례 연구),"선인경
										
										외 9명",韩文,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；能源、气候与绿色转型；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；技术安全、供应链与国际合作；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=326,https://www.stepi.re.kr/common/report/Download.do?reIdx=326&streFileNm=e51a61cd-7133-4377-b685-7a316e655010.pdf&cateCont=A0203&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0203-326.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0203-326.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0203-326.md,3752723,b8c31181aea9df4a407a95f308f5af8e053ac58cdc57346d212bdac45084e1f0,359,443595,可检索文本,官方PDF已保存并校验,,2026-08-22
