主题标签,报告ID,发布日期,观察窗,材料类型,报告名称,资料角色,官方摘要,本地原始资产,本地文本,官方落地页
科技人才与科研安全,C-CSET-1742,2020-03-01,W2,中国科技政策英译,Notice Regarding the Establishment of the Ministry of Education AI Technology Innovation Expert Group,翻译材料，不代表机构观点,"See our translation of the announcement of the formation of the Ministry’s Artificial Intelligence Technology Innovation Expert Group and lists all members of the group. CSET has annotated this translation with additional information about each group member, gleaned from publicly available information.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-1742.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-1742.txt,https://cset.georgetown.edu/publication/notice-of-the-office-of-the-ministry-of-education-regarding-the-establishment-of-the-ministry-of-education-ai-technology-innovation-expert-group/
国家创新体系与产业政策,C-CSET-1742,2020-03-01,W2,中国科技政策英译,Notice Regarding the Establishment of the Ministry of Education AI Technology Innovation Expert Group,翻译材料，不代表机构观点,"See our translation of the announcement of the formation of the Ministry’s Artificial Intelligence Technology Innovation Expert Group and lists all members of the group. CSET has annotated this translation with additional information about each group member, gleaned from publicly available information.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-1742.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-1742.txt,https://cset.georgetown.edu/publication/notice-of-the-office-of-the-ministry-of-education-regarding-the-establishment-of-the-ministry-of-education-ai-technology-innovation-expert-group/
人工智能与算力,C-CSET-1744,2020-03-11,W2,中国科技政策英译,China Creates National New Generation Artificial Intelligence Innovation and Development Pilot Zones,翻译材料，不代表机构观点,"See our translation of the Ministry of Science and Technology announcement of the establishment of four new AI Pilot Zones in cities across China, which encourage the expansion of China’s AI industry in cities where it is already developing. The ministry created the first seven such zones in 2019 and plans to build 20 by 2023.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-1744.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-1744.txt,https://cset.georgetown.edu/publication/china-creates-national-new-generation-artificial-intelligence-innovation-and-development-pilot-zones/
军民融合与国防科技,C-CSET-1744,2020-03-11,W2,中国科技政策英译,China Creates National New Generation Artificial Intelligence Innovation and Development Pilot Zones,翻译材料，不代表机构观点,"See our translation of the Ministry of Science and Technology announcement of the establishment of four new AI Pilot Zones in cities across China, which encourage the expansion of China’s AI industry in cities where it is already developing. The ministry created the first seven such zones in 2019 and plans to build 20 by 2023.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-1744.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-1744.txt,https://cset.georgetown.edu/publication/china-creates-national-new-generation-artificial-intelligence-innovation-and-development-pilot-zones/
国家创新体系与产业政策,C-CSET-1744,2020-03-11,W2,中国科技政策英译,China Creates National New Generation Artificial Intelligence Innovation and Development Pilot Zones,翻译材料，不代表机构观点,"See our translation of the Ministry of Science and Technology announcement of the establishment of four new AI Pilot Zones in cities across China, which encourage the expansion of China’s AI industry in cities where it is already developing. The ministry created the first seven such zones in 2019 and plans to build 20 by 2023.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-1744.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-1744.txt,https://cset.georgetown.edu/publication/china-creates-national-new-generation-artificial-intelligence-innovation-and-development-pilot-zones/
科技人才与科研安全,C-CSET-1747,2020-03-17,W2,中国科技政策英译,Notice Declaring the 2019 High-End Foreign Expert Recruitment Plan,翻译材料，不代表机构观点,"See our translation of the Ministry of Science and Technology describes a plan to entice foreign scientists, professors and entrepreneurs to work in China. Chinese companies, universities and research institutes apply on behalf of their prospective foreign employees.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-1747.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-1747.txt,https://cset.georgetown.edu/publication/notice-of-the-office-of-the-ministry-of-science-and-technology-declaring-the-2019-high-end-foreign-expert-recruitment-plan/
军民融合与国防科技,C-CSET-1747,2020-03-17,W2,中国科技政策英译,Notice Declaring the 2019 High-End Foreign Expert Recruitment Plan,翻译材料，不代表机构观点,"See our translation of the Ministry of Science and Technology describes a plan to entice foreign scientists, professors and entrepreneurs to work in China. Chinese companies, universities and research institutes apply on behalf of their prospective foreign employees.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-1747.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-1747.txt,https://cset.georgetown.edu/publication/notice-of-the-office-of-the-ministry-of-science-and-technology-declaring-the-2019-high-end-foreign-expert-recruitment-plan/
国家创新体系与产业政策,C-CSET-1747,2020-03-17,W2,中国科技政策英译,Notice Declaring the 2019 High-End Foreign Expert Recruitment Plan,翻译材料，不代表机构观点,"See our translation of the Ministry of Science and Technology describes a plan to entice foreign scientists, professors and entrepreneurs to work in China. Chinese companies, universities and research institutes apply on behalf of their prospective foreign employees.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-1747.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-1747.txt,https://cset.georgetown.edu/publication/notice-of-the-office-of-the-ministry-of-science-and-technology-declaring-the-2019-high-end-foreign-expert-recruitment-plan/
人工智能与算力,C-CSET-1749,2020-03-24,W2,中国科技政策英译,Guidelines for National New Generation Artificial Intelligence Innovation and Development Pilot Zone Construction Work,翻译材料，不代表机构观点,"See our translation of guidelines issued by the PRC Ministry of Science and Technology in August 2019, describes a process by which Chinese cities can apply to establish “national new generation AI innovation and development pilot zones.”",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-1749.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-1749.txt,https://cset.georgetown.edu/publication/guidelines-for-national-new-generation-artificial-intelligence-innovation-and-development-pilot-zone-construction-work/
国家创新体系与产业政策,C-CSET-1749,2020-03-24,W2,中国科技政策英译,Guidelines for National New Generation Artificial Intelligence Innovation and Development Pilot Zone Construction Work,翻译材料，不代表机构观点,"See our translation of guidelines issued by the PRC Ministry of Science and Technology in August 2019, describes a process by which Chinese cities can apply to establish “national new generation AI innovation and development pilot zones.”",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-1749.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-1749.txt,https://cset.georgetown.edu/publication/guidelines-for-national-new-generation-artificial-intelligence-innovation-and-development-pilot-zone-construction-work/
人工智能与算力,C-CSET-1788,2020-04-01,W2,CSET原创研究报告,Why AI Chips Matter,作者/项目正式研究,"As artificial intelligence is applied to new and more complex tasks, the computational power necessary to develop and deploy it will become increasingly expensive. This policy brief offers a concise overview of the full report, “AI Chips: What They Are and Why They Matter.”",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-1788.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-1788.txt,https://cset.georgetown.edu/publication/why-ai-chips-matter/
人工智能与算力,C-CSET-1792,2020-04-01,W2,CSET原创研究报告,AI Chips: What They Are and Why They Matter,作者/项目正式研究,"The success of modern AI techniques relies on computation on a scale unimaginable even a few years ago. What exactly are the AI chips powering the development and deployment of AI at scale and why are they essential? Saif M. Khan and Alexander Mann explain how these chips work, why they have proliferated, and why they matter.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-1792.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-1792.txt,https://cset.georgetown.edu/publication/ai-chips-what-they-are-and-why-they-matter/
军民融合与国防科技,C-CSET-1792,2020-04-01,W2,CSET原创研究报告,AI Chips: What They Are and Why They Matter,作者/项目正式研究,"The success of modern AI techniques relies on computation on a scale unimaginable even a few years ago. What exactly are the AI chips powering the development and deployment of AI at scale and why are they essential? Saif M. Khan and Alexander Mann explain how these chips work, why they have proliferated, and why they matter.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-1792.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-1792.txt,https://cset.georgetown.edu/publication/ai-chips-what-they-are-and-why-they-matter/
