报告ID,机构ID,机构名称,发布日期,日期精度,报告编号,报告名称,官方文类,语言,作者,官方落地页,官方PDF入口,来源列表页,科技创新相关度,科技创新主轴,中国直接信号,全文策略,获取日期
C-JP-RIETI-24-E-018,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2024-02-01,月,24-E-018,Mainstream Formation and Competitive Dynamics in the Computer Graphics Industry: Topic modeling analysis of US patents,English Discussion Paper,English,WATANABE Ichiro (University of Tokyo) / SHIMIZU Hiroshi (Waseda University),https://www.rieti.go.jp/en/publications/summary/24020008.html,https://www.rieti.go.jp/jp/publications/dp/24e018.pdf,https://www.rieti.go.jp/en/publications/act_dp2023.html,核心,产业创新与成果转化；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-24-E-021,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2024-02-01,月,24-E-021,The Fundraising of AI Startups: Evidence from web data,English Discussion Paper,English,"ZHU Chen (University of Tokyo) / MOTOHASHI Kazuyuki (Faculty Fellow, RIETI)",https://www.rieti.go.jp/en/publications/summary/24020011.html,https://www.rieti.go.jp/jp/publications/dp/24e021.pdf,https://www.rieti.go.jp/en/publications/act_dp2023.html,核心,关键与新兴技术；产业创新与成果转化；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-24-E-022,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2024-02-01,月,24-E-022,Unleashing Innovation and Entrepreneurship: Ripple effects of employment protection reforms,English Discussion Paper,English,KATAGIRI Mitsuru (Hosei University),https://www.rieti.go.jp/en/publications/summary/24020012.html,https://www.rieti.go.jp/jp/publications/dp/24e022.pdf,https://www.rieti.go.jp/en/publications/act_dp2023.html,核心,产业创新与成果转化,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-24-E-027,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2024-02-01,月,24-E-027,Dynamics of Ecosystem Governance on a Technology Platform: Network analysis of Siemens MindSphere partners,English Discussion Paper,English,"MOTOHASHI Kazuyuki (Faculty Fellow, RIETI) / Alireza EMAMI JAVID (Kozo Keikaku Engineering Inc.)",https://www.rieti.go.jp/en/publications/summary/24020018.html,https://www.rieti.go.jp/jp/publications/dp/24e027.pdf,https://www.rieti.go.jp/en/publications/act_dp2023.html,核心,关键与新兴技术,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-24-E-040,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2024-03-01,月,24-E-040,"Technology Transfer, Emissions Trading, and International Trade",English Discussion Paper,English,"ISHIKAWA Jota (Faculty Fellow, RIETI) / KIYONO Kazuharu (Waseda University) / YOMOGIDA Morihiro (Sophia University)",https://www.rieti.go.jp/en/publications/summary/24030016.html,https://www.rieti.go.jp/jp/publications/dp/24e040.pdf,https://www.rieti.go.jp/en/publications/act_dp2023.html,核心,关键与新兴技术；产业创新与成果转化；国际合作与中国比较,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-24-E-041,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2024-03-01,月,24-E-041,Impact of Technological Decoupling between the United States and China on Trade and Welfare,English Discussion Paper,English,"JINJI Naoto (Faculty Fellow, RIETI) / OZAWA Shunya (Kyoto University)",https://www.rieti.go.jp/en/publications/summary/24030017.html,https://www.rieti.go.jp/jp/publications/dp/24e041.pdf,https://www.rieti.go.jp/en/publications/act_dp2023.html,语境,关键与新兴技术；创新测量与政策方法；国际合作与中国比较,是,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-24-E-042,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2024-03-01,月,24-E-042,The Welfare Effects of Government Intervention into the Licensing of Standard-essential Patents: An analysis of the Chinese smartphone and SoC markets,English Discussion Paper,English,WATANABE Mariko (Gakushuin University) / KUBO Kensuke (Keio University),https://www.rieti.go.jp/en/publications/summary/24030019.html,https://www.rieti.go.jp/jp/publications/dp/24e042.pdf,https://www.rieti.go.jp/en/publications/act_dp2023.html,核心,产业创新与成果转化；创新测量与政策方法；国际合作与中国比较,是,已进入跨机构中国科技创新机制定点全文；按本地原始资产、提取文本和科技创新切片调用,2026-08-23
C-JP-RIETI-24-J-011,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2024-03-01,月,24-J-011,Use of Artificial Intelligence and Productivity of Japanese Firms and Workers,Japanese Discussion Paper,Japanese,"MORIKAWA Masayuki (President and CRO, RIETI)",https://www.rieti.go.jp/en/publications/summary/24030022.html,https://www.rieti.go.jp/jp/publications/dp/24j011.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2023.html,核心,关键与新兴技术；产业创新与成果转化；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-24-E-047,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2024-04-01,月,24-E-047,Robots on Sale: The effect of tax policy on robot adoption and employment,English Discussion Paper,English,"ADACHI Daisuke (Fellow (Specially Appointed), RIETI) / KAWAGUCHI Daiji (Faculty Fellow, RIETI) / SAITO Yukiko (Senior Fellow (Specially Appointed), RIETI)",https://www.rieti.go.jp/en/publications/summary/24040004.html,https://www.rieti.go.jp/jp/publications/dp/24e047.pdf,https://www.rieti.go.jp/en/publications/act_dp2024.html,核心,关键与新兴技术,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-24-E-050,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2024-04-01,月,24-E-050,Early Disclosure and Patent Value: How do you know that you are a pioneer?,English Discussion Paper,English,"KADOWAKI Makoto (Hitotsubashi Institute for Advanced Study) / NAGAOKA Sadao (Faculty Fellow, RIETI)",https://www.rieti.go.jp/en/publications/summary/24040007.html,https://www.rieti.go.jp/jp/publications/dp/24e050.pdf,https://www.rieti.go.jp/en/publications/act_dp2024.html,核心,产业创新与成果转化；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-24-E-052,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2024-04-01,月,24-E-052,Multilateral Governance for the Digital Economy and Artificial Intelligence,English Discussion Paper,English,"Shiro ARMSTRONG (Non-Resident Fellow, RIETI) / Jacob TAYLOR (The Brookings Institution)",https://www.rieti.go.jp/en/publications/summary/24040011.html,https://www.rieti.go.jp/jp/publications/dp/24e052.pdf,https://www.rieti.go.jp/en/publications/act_dp2024.html,核心,关键与新兴技术,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-24-E-066,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2024-07-01,月,24-E-066,Robots and Wage Polarization: The effects of robot capital by occupation,English Discussion Paper,English,"ADACHI Daisuke (Fellow (Specially Appointed), RIETI)",https://www.rieti.go.jp/en/publications/summary/24070007.html,https://www.rieti.go.jp/jp/publications/dp/24e066.pdf,https://www.rieti.go.jp/en/publications/act_dp2024.html,核心,关键与新兴技术,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-24-J-019,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2024-07-01,月,24-J-019,Growth Factors of Japanese Startups: Resource-based view analysis,Japanese Discussion Paper,Japanese,"HAMAGUCHI Nobuaki (Faculty Fellow, RIETI) / João Carlos FERRAZ (Universidade Federal do Rio de Janeiro)",https://www.rieti.go.jp/en/publications/summary/24070002.html,https://www.rieti.go.jp/jp/publications/dp/24j019.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2024.html,核心,产业创新与成果转化,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-24-E-074,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2024-10-01,月,24-E-074,Use of Artificial Intelligence and Productivity: Evidence from firm and worker surveys,English Discussion Paper,English,"MORIKAWA Masayuki (Distinguished Senior Fellow (specially appointed), RIETI)",https://www.rieti.go.jp/en/publications/summary/24100008.html,https://www.rieti.go.jp/jp/publications/dp/24e074.pdf,https://www.rieti.go.jp/en/publications/act_dp2024.html,核心,关键与新兴技术；产业创新与成果转化；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-24-E-075,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2024-10-01,月,24-E-075,"Quantifying the Differences in Innovation Processes in China, Japan and the United States by Document Level Concordance between Patents and Web Contents",English Discussion Paper,English,"MOTOHASHI Kazuyuki (Faculty Fellow, RIETI) / ZHU Chen (University of Tokyo)",https://www.rieti.go.jp/en/publications/summary/24100009.html,https://www.rieti.go.jp/jp/publications/dp/24e075.pdf,https://www.rieti.go.jp/en/publications/act_dp2024.html,核心,产业创新与成果转化；创新测量与政策方法；国际合作与中国比较,是,已进入精选全文；按官方PDF、页面HTML、提取文本和科技创新切片调用,2026-08-23
C-JP-RIETI-24-J-022,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2024-10-01,月,24-J-022,Empirical Analysis of the Gender Gap in Mathematics Proficiency and College Enrollment in Science and Engineering,Japanese Discussion Paper,Japanese,"SANO Shinpei (Kobe University) / YASUI Kengo (Aoyama Gakuin University) / TSURU Kotaro (Faculty Fellow, RIETI) / KUME Koichi (Toyo University)",https://www.rieti.go.jp/en/publications/summary/24100002.html,https://www.rieti.go.jp/jp/publications/dp/24j022.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2024.html,核心,科学体系与科研能力,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-24-J-027,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2024-11-01,月,24-J-027,The Impact of Interviews in Patent Examination,Japanese Discussion Paper,Japanese,"YAMAUCHI Isamu (Research Associate, RIETI)",https://www.rieti.go.jp/en/publications/summary/24110002.html,https://www.rieti.go.jp/jp/publications/dp/24j027.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2024.html,核心,产业创新与成果转化；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-24-E-084,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2024-12-01,月,24-E-084,Macroeconomic Impact of Artificial Intelligence on Productivity: An estimate from a survey,English Discussion Paper,English,"MORIKAWA Masayuki (Distinguished Senior Fellow (specially appointed), RIETI)",https://www.rieti.go.jp/en/publications/summary/24120016.html,https://www.rieti.go.jp/jp/publications/dp/24e084.pdf,https://www.rieti.go.jp/en/publications/act_dp2024.html,核心,关键与新兴技术；产业创新与成果转化；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-24-E-085,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2024-12-01,月,24-E-085,Verification of Elemental Technologies for Anomaly Detection in Crypto Asset Transactions,English Discussion Paper,English,"IKEDA Yuichi (Kyoto University) / AOYAMA Hideaki (Faculty Fellow, RIETI) / HATSUDA Tetsuo (RIKEN) / HIDAKA Yoshimasa (Kyoto University) / SHIRAI Tomoyuki (Kyushu University) / SOUMA Wataru (Rissho University) / IYETOMI Hiroshi (Rissho University) / Abhijit CHAKRABORTY (Indian Institutes of Science Education and Research / RIKEN) / FUJIHARA Akihiro (Chiba Institute of Technology) / NAKAYAMA Yasushi (SBI Financial and Economic Research Institute Co. Ltd) / ARAI Yuta (Reitaku University) / Krongtum SANKAEWTONG (Kyoto University)",https://www.rieti.go.jp/en/publications/summary/24120018.html,https://www.rieti.go.jp/jp/publications/dp/24e085.pdf,https://www.rieti.go.jp/en/publications/act_dp2024.html,核心,关键与新兴技术,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-24-J-033,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2024-12-01,月,24-J-033,Macroeconomic Impact of Artificial Intelligence and Robots on Productivity: An estimate from a survey,Japanese Discussion Paper,Japanese,"MORIKAWA Masayuki (Distinguished Senior Fellow (specially appointed), RIETI)",https://www.rieti.go.jp/en/publications/summary/24120014.html,https://www.rieti.go.jp/jp/publications/dp/24j033.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2024.html,核心,关键与新兴技术；产业创新与成果转化；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-25-E-005,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2025-01-01,月,25-E-005,Science Parks in Taiwan and Their Value-adding Contributions,English Discussion Paper,English,FUKUGAWA Nobuya (Tohoku University) / CHANG Kuo-I (National Chung-Hsing University),https://www.rieti.go.jp/en/publications/summary/25010010.html,https://www.rieti.go.jp/jp/publications/dp/25e005.pdf,https://www.rieti.go.jp/en/publications/act_dp2024.html,核心,科学体系与科研能力；国际合作与中国比较,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-25-E-007,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2025-01-01,月,25-E-007,Multinational Firm Innovation and Affiliate Sourcing Decisions,English Discussion Paper,English,"Eric BOND (Vanderbilt University) / HOANG Trang (Federal Reserve Board of Governors) / MA Yan (Kobe University) / MAKIOKA Ryo (Research Associate, RIETI)",https://www.rieti.go.jp/en/publications/summary/25010013.html,https://www.rieti.go.jp/jp/publications/dp/25e007.pdf,https://www.rieti.go.jp/en/publications/act_dp2024.html,核心,产业创新与成果转化,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-25-J-001,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2025-01-01,月,25-J-001,"U.S. Semiconductor Export Restrictions on China and the Scope of the WTO Security Exception: “Small yard, high fence” or “as large of a lead as possible”?",Japanese Discussion Paper,Japanese,"KAWASE Tsuyoshi (Faculty Fellow, RIETI)",https://www.rieti.go.jp/en/publications/summary/25010015.html,https://www.rieti.go.jp/jp/publications/dp/25j001.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2024.html,语境,关键与新兴技术；国际合作与中国比较,是,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-25-E-011,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2025-02-01,月,25-E-011,"Residential Solar PV and Electricity Consumption: Pro-environmental behaviors, technology adoption, and pathways to a low-carbon society",English Discussion Paper,English,"NAKAISHI Tomoaki (Kyushu University) / YOO Sunbin (Kyushu University) / KUMAGAI Junya (Fukuoka University) / MANAGI Shunsuke (Faculty Fellow, RIETI)",https://www.rieti.go.jp/en/publications/summary/25020002.html,https://www.rieti.go.jp/jp/publications/dp/25e011.pdf,https://www.rieti.go.jp/en/publications/act_dp2024.html,核心,关键与新兴技术,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-25-E-020,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2025-02-01,月,25-E-020,"Import Competition, Product Switching, and R&D Activities",English Discussion Paper,English,"MATSUURA Toshiyuki (Faculty Fellow, RIETI) / SAITO Hisamitsu (Hokkaido University)",https://www.rieti.go.jp/en/publications/summary/25020016.html,https://www.rieti.go.jp/jp/publications/dp/25e020.pdf,https://www.rieti.go.jp/en/publications/act_dp2024.html,核心,研发投入与创新政策,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-25-J-005,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2025-02-01,月,25-J-005,An Equilibrium Point between Regulations and Innovation Found in the Chinese Regulation of Generative Artificial Intelligence: A study towards grasping China’s AI strategy,Japanese Discussion Paper,Japanese,KAWASHIMA Fujio (Kobe University),https://www.rieti.go.jp/en/publications/summary/25020007.html,https://www.rieti.go.jp/jp/publications/dp/25j005.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2024.html,核心,关键与新兴技术；产业创新与成果转化；国际合作与中国比较,是,已进入精选全文；按官方PDF、页面HTML、提取文本和科技创新切片调用,2026-08-23
C-JP-RIETI-25-E-023,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2025-03-01,月,25-E-023,CEO Age and Technology Adoption: Network effects in e-commerce propagation in Japan,English Discussion Paper,English,"KAWAGUCHI Daiji (Faculty Fellow, RIETI) / KITAO Sagiri (Senior Fellow (Specially Appointed), RIETI) / NOSE Manabu (The International Monetary Fund)",https://www.rieti.go.jp/en/publications/summary/25030005.html,https://www.rieti.go.jp/jp/publications/dp/25e023.pdf,https://www.rieti.go.jp/en/publications/act_dp2024.html,核心,关键与新兴技术,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-25-E-027,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2025-03-01,月,25-E-027,"Capital Investment, Technology Switching and Production after a Natural Disaster",English Discussion Paper,English,FUKAI Taiyo (Gakushuin University) / OIKAWA Masato (Waseda University) / TORIYABE Takahiro (Hitotsubashi University),https://www.rieti.go.jp/en/publications/summary/25030009.html,https://www.rieti.go.jp/jp/publications/dp/25e027.pdf,https://www.rieti.go.jp/en/publications/act_dp2024.html,核心,关键与新兴技术,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-25-E-044,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2025-05-01,月,25-E-044,University Intermediation and Regional Agglomeration in Academic Entrepreneurship: Evidence from panel data in Japan,English Discussion Paper,English,FUKUGAWA Nobuya (Tohoku University),https://www.rieti.go.jp/en/publications/summary/25050004.html,https://www.rieti.go.jp/jp/publications/dp/25e044.pdf,https://www.rieti.go.jp/en/publications/act_dp2025.html,核心,科学体系与科研能力；关键与新兴技术；产业创新与成果转化；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-25-E-051,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2025-05-01,月,25-E-051,Bank–firm Relationships and Innovation Outcomes: Evidence from Categories and Quality,English Discussion Paper,English,NISHIMURA Yoichiro (Chuo University) / SUZUKI Katsushi (Gakushuin University),https://www.rieti.go.jp/en/publications/summary/25050015.html,https://www.rieti.go.jp/jp/publications/dp/25e051.pdf,https://www.rieti.go.jp/en/publications/act_dp2025.html,核心,产业创新与成果转化；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-25-J-012,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2025-05-01,月,25-J-012,"International Comparison of Entrepreneurial Intention: Comparative survey of Japan, the UK and South Korea",Japanese Discussion Paper,Japanese,"YOSHIDA Yukiko (Kyoto University) / HONJO Yuji (Faculty Fellow, RIETI)",https://www.rieti.go.jp/en/publications/summary/25050013.html,https://www.rieti.go.jp/jp/publications/dp/25j012.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2025.html,核心,产业创新与成果转化；国际合作与中国比较,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-25-E-064,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2025-07-01,月,25-E-064,"Technology Extension Services, Intangible Capital, and SME Productivity before and during the COVID-19 Pandemic",English Discussion Paper,English,FUKUGAWA Nobuya (Tohoku University),https://www.rieti.go.jp/en/publications/summary/25070001.html,https://www.rieti.go.jp/jp/publications/dp/25e064.pdf,https://www.rieti.go.jp/en/publications/act_dp2025.html,核心,关键与新兴技术；产业创新与成果转化；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-25-J-016,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2025-07-01,月,25-J-016,Growth Factors of Digital Investment ― Addressing the Japan-U.S. productivity gap in the AI era ―,Japanese Discussion Paper,Japanese,"OIWA Hiroyuki (Ministry of Economy, Trade and Industry)",https://www.rieti.go.jp/en/publications/summary/25070007.html,https://www.rieti.go.jp/jp/publications/dp/25j016.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2025.html,核心,关键与新兴技术；产业创新与成果转化；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-25-E-089,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2025-09-01,月,25-E-089,Do Corporate Scientists Contribute to Firm Innovation? Empirical analysis by using linked dataset of research papers and patents in Japanese firms,English Discussion Paper,English,"MOTOHASHI Kazuyuki (Faculty Fellow, RIETI) / TSUKADA Naotoshi (Research Associate, RIETI) / IKEUCHI Kenta (Senior Fellow (Policy Economist), RIETI)",https://www.rieti.go.jp/en/publications/summary/25090013.html,https://www.rieti.go.jp/jp/publications/dp/25e089.pdf,https://www.rieti.go.jp/en/publications/act_dp2025.html,核心,关键与新兴技术；产业创新与成果转化；科技人才与技能；创新测量与政策方法,否,已进入精选全文；按官方PDF、页面HTML、提取文本和科技创新切片调用,2026-08-23
C-JP-RIETI-25-E-092,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2025-09-01,月,25-E-092,US-Japanese Knowledge Transfer Program in the Aftermath of WWII,English Discussion Paper,English,"Michela GIORCELLI (University of California) / HIGUCHI Yuki (Sophia University) / TAKAYASU Yutaro (University of Tokyo) / TANAKA Mari (Faculty Fellow, RIETI)",https://www.rieti.go.jp/en/publications/summary/25090020.html,https://www.rieti.go.jp/jp/publications/dp/25e092.pdf,https://www.rieti.go.jp/en/publications/act_dp2025.html,核心,产业创新与成果转化,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-25-E-093,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2025-09-01,月,25-E-093,The Impact of Military Technology Development on Innovation: Evidence from prewar and wartime Japanese secret patents,English Discussion Paper,English,"KOTANI Atsuki (University of Tokyo) / NAKAJIMA Kentaro (Faculty Fellow, RIETI) / OKAZAKI Tetsuji (Faculty Fellow, RIETI) / SAITO Yukiko (Senior Fellow (Specially Appointed), RIETI)",https://www.rieti.go.jp/en/publications/summary/25090021.html,https://www.rieti.go.jp/jp/publications/dp/25e093.pdf,https://www.rieti.go.jp/en/publications/act_dp2025.html,核心,关键与新兴技术；产业创新与成果转化；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-25-E-097,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2025-10-01,月,25-E-097,Patent Information Disclosure and Market Reactions: Empirical investigation by using text-based novelty and impact indicators,English Discussion Paper,English,"DANG Jianwei (Tongji University) / MOTOHASHI Kazuyuki (Faculty Fellow, RIETI) / ZHAO Quihan (University of Tokyo)",https://www.rieti.go.jp/en/publications/summary/25100002.html,https://www.rieti.go.jp/jp/publications/dp/25e097.pdf,https://www.rieti.go.jp/en/publications/act_dp2025.html,核心,产业创新与成果转化；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-25-J-025,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2025-10-01,月,25-J-025,Empirical Analysis of AI Use and Iits Business Impact Focusing on the Role of Complementary Assets,Japanese Discussion Paper,Japanese,"KIM Younggak (Senshu University) / MOTOHASHI Kazuyuki (Faculty Fellow, RIETI)",https://www.rieti.go.jp/en/publications/summary/25100003.html,https://www.rieti.go.jp/jp/publications/dp/25j025.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2025.html,核心,关键与新兴技术；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-25-J-026,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2025-10-01,月,25-J-026,AI and Robotics Technology and Changes in Production Structure: A formulation using the production function,Japanese Discussion Paper,Japanese,"FUKAO Kyoji (Chairman, RIETI) / MATSUO Takemasa (Consulting Fellow, RIETI) / YOSHINO Akihiro (Consulting Fellow, RIETI)",https://www.rieti.go.jp/en/publications/summary/25100004.html,https://www.rieti.go.jp/jp/publications/dp/25j026.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2025.html,核心,关键与新兴技术,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-25-E-113,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2025-12-01,月,25-E-113,Artificial Intelligence for Detecting Price Surges Based on Network Features of Crypto Asset Transactions,English Discussion Paper,English,"IKEDA Yuichi (Kyoto University) / AOYAMA Hideaki (Faculty Fellow, RIETI) / HATSUDA Tetsuo (RIKEN) / SHIRAI Tomoyuki (Kyushu University) / HASUI Taro (Kyushu University) / HIDAKA Yoshimasa (Kyoto University) / Krongtum SANKAEWTONG (Kyoto University) / IYETOMI Hiroshi (Rissho University) / YARAI Yuta (Reitaku University) / Abhijit CHAKRABORTY (Indian Institutes of Science Education and Research Tirupati) / NAKAYAMA Yasushi (SBI Financial and Economic Research Institute Co. Ltd.) / FUJIHARA Akihiro (Chiba Institute of Technology) / Pierluigi CESANA (Kyushu University) / SOUMA Wataru (Rissho University)",https://www.rieti.go.jp/en/publications/summary/25120004.html,https://www.rieti.go.jp/jp/publications/dp/25e113.pdf,https://www.rieti.go.jp/en/publications/act_dp2025.html,核心,关键与新兴技术,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-25-E-116,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2025-12-01,月,25-E-116,"Chips in Japan: Industrial policy, decline and renewal",English Discussion Paper,English,"Joseph NEGRINE (The Australian National University) / Christopher FINDLAY (The Australian National University) / Shiro ARMSTRONG (Non-Resident Fellow, RIETI)",https://www.rieti.go.jp/en/publications/summary/25120009.html,https://www.rieti.go.jp/jp/publications/dp/25e116.pdf,https://www.rieti.go.jp/en/publications/act_dp2025.html,核心,研发投入与创新政策；关键与新兴技术；产业创新与成果转化,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-25-E-124,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2025-12-01,月,25-E-124,Does R&D for Environmental Improvements Increase Firm Value? Evidence from Japanese manufacturing firm level data,English Discussion Paper,English,"EDAMURA Kazuma (Kanagawa University) / MIYAGAWA Tsutomu (Faculty Fellow, RIETI)",https://www.rieti.go.jp/en/publications/summary/25120020.html,https://www.rieti.go.jp/jp/publications/dp/25e124.pdf,https://www.rieti.go.jp/en/publications/act_dp2025.html,核心,研发投入与创新政策；关键与新兴技术；产业创新与成果转化；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
