报告ID,WordPress_ID,发布日期,观察窗,材料类型,报告名称,资料角色,主题标签,筛选依据,官方摘要,官方落地页,官方PDF,本地原始资产,本地文本,本地切片或转写,字节数,SHA256,PDF页数,提取文本字符数,本地状态,错误,获取日期
C-CSET-10052,10052,2022-05-23,W3,CSET原创研究报告,Quad AI,作者/项目正式研究,人工智能与算力；科技人才与科研安全,正式报告涉华科技关键词命中,"Through the Quad forum, the United States, Australia, Japan and India have committed to pursuing an open, accessible and secure technology ecosystem and offering a democratic alternative to China’s techno-authoritarian model. This report assesses artificial intelligence collaboration across the Quad and finds that while Australia, Japan and India each have close AI-related research and investment ties to both the United States and China, they collaborate far less with one another.",https://cset.georgetown.edu/publication/quad-ai/,https://cset.georgetown.edu/wp-content/uploads/Quad-AI.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-10052.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-10052.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-10052.md,1334664,c8bb0f2f71c5f6929f7cb50cc47dcc011dc0d95addc1ad3566172a4af45f87f2,57,120361,官方PDF已保存并校验,,2026-08-22
C-CSET-10096,10096,2022-05-26,W3,CSET原创研究报告,Chokepoints,作者/项目正式研究,技术转移与出口管制；国家创新体系与产业政策,正式报告涉华科技关键词命中,"China’s “Science and Technology Daily,” a state-run newspaper, published a revealing series of articles in 2018 on 35 different Chinese technological import dependencies. The articles, accessible here in English for the first time, express concern that strategic Chinese industries are vulnerable to any disruption to their supply of specific U.S., Japanese, and European “chokepoint” technologies. This issue brief summarizes the article series and analyzes the Chinese perspective on these import dependencies and their causes.",https://cset.georgetown.edu/publication/chokepoints/,https://cset.georgetown.edu/wp-content/uploads/CSET-Chokepoints.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-10096.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-10096.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-10096.md,387255,1b29e22d5e024e4674ecb4cddd1b4701f82ee5b60cba0a7b83dde1e9bdf6843f,31,59189,官方PDF已保存并校验,,2026-08-22
C-CSET-10217,10217,2022-06-09,W3,CSET原创研究报告,Re-Shoring Advanced Semiconductor Packaging,作者/项目正式研究,人工智能与算力；科技人才与科研安全；技术转移与出口管制；军民融合与国防科技；国家创新体系与产业政策,正式报告涉华科技关键词命中,"The semiconductor industry and the U.S. government are engaged in ambitious plans to expand domestic semiconductor manufacturing capacity. Previous CSET research has found that the CHIPS for America Act incentives, if carefully targeted and augmented by adequate regulatory and workforce support, could reverse the observable decline in U.S. semiconductor manufacturing capacity since 1990. This paper argues that targeted investment incentives to increase U.S.-based advanced packaging capacity are also important for innovation, supply chain security, and ongoing semiconductor industry leadership.",https://cset.georgetown.edu/publication/re-shoring-advanced-semiconductor-packaging/,https://cset.georgetown.edu/wp-content/uploads/CSET-Re-Shoring-Advanced-Semiconductor-Packaging.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-10217.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-10217.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-10217.md,948771,734018131d7923d2fa2edc0dfd185fa8d6a3cb7e3befc853bc435a28bb5574f9,44,86578,官方PDF已保存并校验,,2026-08-22
C-CSET-10383,10383,2022-06-22,W3,CSET原创研究报告,Sustaining and Growing the U.S. Semiconductor Advantage: A Primer,作者/项目正式研究,人工智能与算力；技术转移与出口管制；军民融合与国防科技,正式报告涉华科技关键词命中,"As an integral player in advanced semiconductor supply chains, the United States enjoys advantages over China in producing and accessing chips for artificial intelligence and other leading-edge computing technologies. However, a lack of domestic production capacity threatens U.S. semiconductor access. The United States can strengthen its advantages by working with allies and partners to prevent China from producing leading-edge chips and by reshoring its own domestic chipmaking capacity.",https://cset.georgetown.edu/publication/sustaining-and-growing-the-u-s-semiconductor-advantage-a-primer/,https://cset.georgetown.edu/wp-content/uploads/CSET-Sustaining-Growing-US-Semiconductor-Advantage-A-Primer.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-10383.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-10383.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-10383.md,268539,2f00952027c0e3649e168218e7bc60e827c386a38a3a36f75bf2636d3ade88d2,13,28139,官方PDF已保存并校验,,2026-08-22
C-CSET-10438,10438,2022-06-29,W3,CSET原创研究报告,Silicon Twist,作者/项目正式研究,人工智能与算力；军民融合与国防科技,正式报告涉华科技关键词命中,"The Chinese military’s progress in artificial intelligence largely depends on continued access to high-end semiconductors. By analyzing thousands of purchasing records, this policy brief offers a detailed look at how China’s military comes to access these devices. The authors find that most computer chips ordered by Chinese military units are designed by American companies, and outline steps that the U.S. government could take to curtail their access.",https://cset.georgetown.edu/publication/silicon-twist/,https://cset.georgetown.edu/wp-content/uploads/CSET-Silicon-Twist-1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-10438.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-10438.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-10438.md,530633,fadf46a8f6caa3527e82ccbb62b64d24eb67a34c863598813bcac99d47f7dc7e,36,80711,官方PDF已保存并校验,,2026-08-22
C-CSET-10551,10551,2022-07-07,W3,CSET原创研究报告,China’s Advanced AI Research,作者/项目正式研究,人工智能与算力；航天与其他前沿技术,正式报告涉华科技关键词命中,"China is following a national strategy to lead the world in artificial intelligence by 2030, including by pursuing “general AI” that can act autonomously in novel circumstances. Open-source research identifies 30 Chinese institutions engaged in one or more of this project‘s aspects, including machine learning, brain-inspired AI, and brain-computer interfaces. This report previews a CSET pilot program that will track China’s progress and provide timely alerts.",https://cset.georgetown.edu/publication/chinas-advanced-ai-research/,https://cset.georgetown.edu/wp-content/uploads/Chinas-Advanced-AI-Research.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-10551.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-10551.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-10551.md,1609592,19f70b746be44ffbbbefa1ca9a6d0552b1090473d02888261abfb481351a87c8,78,169533,官方PDF已保存并校验,,2026-08-22
C-CSET-10732,10732,2022-07-26,W3,CSET原创研究报告,Decoupling in Strategic Technologies,作者/项目正式研究,技术转移与出口管制,正式报告涉华科技关键词命中,"Geopolitical tensions between the United States and China have sparked an ongoing dialogue in Washington about the phenomenon of “decoupling”—the use of public policy tools to separate the multifaceted economic ties that connect the two powers. This issue brief provides a historical lens on the efficacy of one specific aspect of this broader decoupling phenomenon: using export controls and related trade policies to prevent a rival from acquiring the equipment and know-how to catch up to the United States in cutting-edge, strategically important technologies.",https://cset.georgetown.edu/publication/decoupling-in-strategic-technologies/,https://cset.georgetown.edu/wp-content/uploads/CSET-Decoupling-in-Strategic-Technologies-3.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-10732.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-10732.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-10732.md,346605,6fe1067ab98c34c28ebfdf667d69965ebbc9c33bd3d947c2d9be3e62e24efc41,32,73601,官方PDF已保存并校验,,2026-08-22
C-CSET-11171,11171,2022-09-22,W3,CSET原创研究报告,Downrange: A Survey of China’s Cyber Ranges,作者/项目正式研究,科技人才与科研安全；军民融合与国防科技；数字治理与网络安全,正式报告涉华科技关键词命中,"China is rapidly building cyber ranges that allow cybersecurity teams to test new tools, practice attack and defense, and evaluate the cybersecurity of a particular product or service. The presence of these facilities suggests a concerted effort on the part of the Chinese government, in partnership with industry and academia, to advance technological research and upskill its cybersecurity workforce—more evidence that China has entered near-peer status with the United States in the cyber domain.",https://cset.georgetown.edu/publication/downrange-a-survey-of-chinas-cyber-ranges/,https://cset.georgetown.edu/wp-content/uploads/CSET-Downrange-A-Survey-of-Chinas-Cyber-Ranges-1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-11171.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-11171.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-11171.md,792426,6bb243f8ce427e6d04680f38e0c56432be1faa5694d21a04b10356822c9dff58,29,61293,官方PDF已保存并校验,,2026-08-22
C-CSET-11284,11284,2022-10-11,W3,中国科技政策英译,Translation Snapshot: Tech-Related Chinese National Strategies,翻译材料，不代表机构观点,综合科技竞争,China主题下的科技政策英译,"Translation Snapshots are short posts that highlight related translations produced by CSET’s in-house translation team. Each snapshot identifies relevant translations, provides short summaries, and links to full translations. Check back regularly for additional Translation Snapshots highlighting our work.",https://cset.georgetown.edu/publication/translation-snapshot-tech-related-chinese-national-strategies/,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-CSET-11284.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-CSET-11284.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-CSET-11284.md,159310,63bc51e15b35739bf36f58ddcd14463249ec02d21306b87f22cdfe76e5f7c68e,0,9995,官方网页全文已保存,,2026-08-22
C-CSET-11420,11420,2022-10-26,W3,CSET原创研究报告,Banned in D.C.,作者/项目正式研究,技术转移与出口管制；军民融合与国防科技,正式报告涉华科技关键词命中,U.S. federal policymakers have recently gained the authority to block government agencies and private organizations from using foreign technologies that pose national security risks. But securing U.S. networks will require them to wield those powers effectively and better coordinate supply chain security efforts across all levels of government. The authors provide an overview of federal- and state-level procurement bans and recommend ways to build stronger defense against foreign technology threats.,https://cset.georgetown.edu/publication/banned-in-d-c/,https://cset.georgetown.edu/wp-content/uploads/CSET-Banned-in-D.C.-1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-11420.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-11420.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-11420.md,645056,b83970087f0eb709657d02c307c396a31139e7e8eb459522423a3bb7873143c9,53,117511,官方PDF已保存并校验,,2026-08-22
C-CSET-11528,11528,2022-11-07,W3,CSET原创研究报告,China’s AI Workforce,作者/项目正式研究,人工智能与算力；科技人才与科研安全；数字治理与网络安全,正式报告涉华科技关键词命中,"U.S. policies on artificial intelligence education and the AI workforce must grow, cultivate, attract, and retain the world’s best and brightest. Given China’s role as a producer of AI talent, understanding its AI workforce could provide important insight. This report provides an analysis of the AI workforce demand in China using a novel dataset of 6.8 million job postings. It then outlines potential implications along with future reports in this series.",https://cset.georgetown.edu/publication/chinas-ai-workforce/,https://cset.georgetown.edu/wp-content/uploads/CSET-Chinas-AI-Workforce-1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-11528.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-11528.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-11528.md,1467659,3df4cf311108c3255fe6278efaffe219c0e53a5c5b4aeb0b4df3c898f623a5f9,62,114991,官方PDF已保存并校验,,2026-08-22
