报告ID,统一目录报告ID,WordPress记录ID,发布日期,报告名称,官方类型,科技创新相关度,中国直接信号,官方落地页,页面摘要,资料层级,全文策略,采集日期
C-FAS-2020-HARNESSING-DATA-ANALYTICS-TO-IMPROVE-THE-LIVES-OF-INDIVIDUALS-AND-FAMILIES-A-NATIONAL-DATA-STRATEGY,C-FAS-2020-HARNESSING-DATA-ANALYTICS-TO-IMPROVE-THE-LIVES-OF-INDIVIDUALS-AND-FAMILIES-A-NATIONAL-DATA-STRATEGY,17135,2020-07-14,Harnessing Data Analytics to Improve the Lives of Individuals and Families: A National Data Strategy,Policy Memo,语境,否,https://fas.org/publication/harnessing-data-analytics-to-improve-the-lives-of-individuals-and-families-a-national-data-strategy/,"A proposal to create and enable the conditions for federal, state, and local decision-makers to adopt use of modern data analytics.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2020-BUILDING-TRUST-IN-THE-HEALTH-DATA-SYSTEM,C-FAS-2020-BUILDING-TRUST-IN-THE-HEALTH-DATA-SYSTEM,17133,2020-07-21,Building Trust In the Health Data Ecosystem,Policy Memo,语境,否,https://fas.org/publication/building-trust-in-the-health-data-system/,A proposal to build trust in the health data ecosystem.,FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2020-EXPANDING-THE-HEALTH-POLICY-MISSION-OF-THE-VETERANS-HEALTH-ADMINISTRATION,C-FAS-2020-EXPANDING-THE-HEALTH-POLICY-MISSION-OF-THE-VETERANS-HEALTH-ADMINISTRATION,17131,2020-07-21,Expanding the Health Policy Mission of the Veterans Health Administration,Policy Memo,核心,否,https://fas.org/publication/expanding-the-health-policy-mission-of-the-veterans-health-administration/,"A proposal to coordinate and consolidate the healthcare innovation, demonstration, and implementation capacities of the VA and HHS.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2020-TRANSFORMING-INFANT-NUTRITION-TO-GIVE-EVERY-BABY-A-STRONG-HEALTHY-FOUNDATION,C-FAS-2020-TRANSFORMING-INFANT-NUTRITION-TO-GIVE-EVERY-BABY-A-STRONG-HEALTHY-FOUNDATION,17129,2020-07-21,"Transforming Infant Nutrition to Give Every Baby a Strong, Healthy Foundation",Policy Memo,语境,否,https://fas.org/publication/transforming-infant-nutrition-to-give-every-baby-a-strong-healthy-foundation/,"A three-pronged approach to transform infant nutrition through the National Advisory Council on Maternal, Infant, and Fetal Nutrition.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2020-LEADING-THE-WAY-A-NATIONAL-TASK-FORCE-ON-CONNECTED-VEHICLES,C-FAS-2020-LEADING-THE-WAY-A-NATIONAL-TASK-FORCE-ON-CONNECTED-VEHICLES,17127,2020-08-07,Leading the Way: A National Task Force on Connected Vehicles,Policy Memo,语境,否,https://fas.org/publication/leading-the-way-a-national-task-force-on-connected-vehicles/,A proposal to create a coherent vision for U.S. leadership in connected vehicles.,FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2020-ADIZ-REPORT,C-FAS-2020-ADIZ-REPORT,4656,2020-08-17,Over the Line: The Implications of China’s ADIZ Intrusions in Northeast Asia,Report,语境,是,https://fas.org/publication/adiz-report/,"This report uses data gathered from multilingual sources to explore China’s motivations behind its systematic ADIZ intrusions as well as the implications for Japanese, South Korean, Taiwanese, and U.S. forces operating in Northeast Asia.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2020-LEVERAGING-MACHINE-LEARNING-TO-REDUCE-COST-BURDEN-OF-REVIEWING-RESEARCH-PROPOSALS-AT-S-T-AGENCIES,C-FAS-2020-LEVERAGING-MACHINE-LEARNING-TO-REDUCE-COST-BURDEN-OF-REVIEWING-RESEARCH-PROPOSALS-AT-S-T-AGENCIES,17125,2020-08-28,Leveraging Machine Learning To Reduce Cost & Burden of Reviewing Research Proposals at S&T Agencies,Policy Memo,核心,否,https://fas.org/publication/leveraging-machine-learning-to-reduce-cost-burden-of-reviewing-research-proposals-at-s-t-agencies/,A proposal to introduce machine learning to triage scientific proposals at S&T agencies to save over $300 million annually.,FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2020-STRENGTHENING-THE-U-S-STEM-TALENT-PIPELINE-THROUGH-A-NATIONAL-YOUTH-INNOVATION-SHOWCASE,C-FAS-2020-STRENGTHENING-THE-U-S-STEM-TALENT-PIPELINE-THROUGH-A-NATIONAL-YOUTH-INNOVATION-SHOWCASE,17123,2020-09-04,Strengthening the U.S. STEM Talent Pipeline Through a National Youth Innovation Showcase,Policy Memo,支撑,否,https://fas.org/publication/strengthening-the-u-s-stem-talent-pipeline-through-a-national-youth-innovation-showcase/,The next administration should strengthen the U.S. STEM talent pipeline through instituting a National Youth Innovation Showcase.,FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2020-OPEN-ACCESS-TO-FEDERALLY-FUNDED-RESEARCH-DATA,C-FAS-2020-OPEN-ACCESS-TO-FEDERALLY-FUNDED-RESEARCH-DATA,17121,2020-09-09,Open Access to Federally-funded Research Data,Policy Memo,核心,否,https://fas.org/publication/open-access-to-federally-funded-research-data/,Require federally funded scientists to share their data. Build an international research data commons. Accelerate scientific progress.,FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2020-PREVENTING-CATASTROPHIC-WILDFIRE-UNDER-CLIMATE-CHANGE,C-FAS-2020-PREVENTING-CATASTROPHIC-WILDFIRE-UNDER-CLIMATE-CHANGE,17119,2020-09-11,Preventing Catastrophic Wildfire Under Climate Change,Policy Memo,语境,否,https://fas.org/publication/preventing-catastrophic-wildfire-under-climate-change/,A proactive strategy to prevent and mitigate catastrophic wildfire under climate change.,FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2020-MODERNIZING-THE-RELATIONSHIP-BETWEEN-SCIENTISTS-AND-THE-PUBLIC,C-FAS-2020-MODERNIZING-THE-RELATIONSHIP-BETWEEN-SCIENTISTS-AND-THE-PUBLIC,17117,2020-09-15,Modernizing the Relationship between Scientists and the Public,Policy Memo,支撑,否,https://fas.org/publication/modernizing-the-relationship-between-scientists-and-the-public/,"Despite growing demand for their skillsets, scientists aren’t trained to engage the public. This proposal offers policy actions to fix that.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2020-AN-INITIATIVE-TO-BUILD-THE-NATIONAL-CLIMATE-BANK,C-FAS-2020-AN-INITIATIVE-TO-BUILD-THE-NATIONAL-CLIMATE-BANK,17113,2020-09-17,An Initiative to Build the National Climate Bank,Policy Memo,语境,否,https://fas.org/publication/an-initiative-to-build-the-national-climate-bank/,"A Climate Bank would spur $500 billion of private and public investment, create 5.4 million jobs, and reduce greenhouse-gas emissions while driving capital into frontline and environmental-justice communities.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2020-A-NATIONAL-INITIATIVE-TO-REVITALIZE-AMERICAN-FARMING-AND-ADVANCE-REGENERATIVE-AGRICULTURE,C-FAS-2020-A-NATIONAL-INITIATIVE-TO-REVITALIZE-AMERICAN-FARMING-AND-ADVANCE-REGENERATIVE-AGRICULTURE,17111,2020-09-18,A National Initiative to Revitalize American Farming and Advance Regenerative Agriculture,Policy Memo,语境,否,https://fas.org/publication/a-national-initiative-to-revitalize-american-farming-and-advance-regenerative-agriculture/,"Regenerative agriculture can transform how farmers provide food, fiber and land stewardship while supporting the return of American farming.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2020-FOCUSED-RESEARCH-ORGANIZATIONS-TO-ACCELERATE-SCIENCE-TECHNOLOGY-AND-MEDICINE,C-FAS-2020-FOCUSED-RESEARCH-ORGANIZATIONS-TO-ACCELERATE-SCIENCE-TECHNOLOGY-AND-MEDICINE,17109,2020-09-24,"Focused Research Organizations to Accelerate Science, Technology, and Medicine",Policy Memo,核心,否,https://fas.org/publication/focused-research-organizations-to-accelerate-science-technology-and-medicine/,Create new FROs to tackle scientific and technological challenges that can’t be efficiently addressed by existing organizational structures.,FAS官方WordPress Reports/Policy Memos元数据,已进入精选全文；按本地官方HTML正文、清洗文本和切片调用,2026-08-23
C-FAS-2020-EDGAR,C-FAS-2020-EDGAR,17107,2020-09-30,Reform Education’s General Administrative Regulations (EDGAR) and Grants Administration Processes,Policy Memo,支撑,否,https://fas.org/publication/edgar/,"Increase the impact of education investments by strengthening data analytics, evaluation, and evidence capacity in formula grant programs.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2020-ENDING-VIOLENCE-IN-SCHOOLS,C-FAS-2020-ENDING-VIOLENCE-IN-SCHOOLS,17105,2020-10-02,Ending Violence in Schools,Policy Memo,语境,否,https://fas.org/publication/ending-violence-in-schools/,Steps to end corporal punishment in all schools across the United States.,FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2020-ADOPTING-AN-OPEN-SOURCE-APPROACH-TO-PHARMACEUTICAL-RESEARCH-AND-DEVELOPMENT,C-FAS-2020-ADOPTING-AN-OPEN-SOURCE-APPROACH-TO-PHARMACEUTICAL-RESEARCH-AND-DEVELOPMENT,17103,2020-10-07,Adopting an Open-Source Approach to Pharmaceutical Research and Development,Policy Memo,核心,否,https://fas.org/publication/adopting-an-open-source-approach-to-pharmaceutical-research-and-development/,Address pharmaceutical market failures by launching a new program that takes an open-source approach to pharmaceutical R&D.,FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2020-A-NATIONAL-SECURE-ELECTRONICS-INITIATIVE,C-FAS-2020-A-NATIONAL-SECURE-ELECTRONICS-INITIATIVE,17099,2020-10-13,A National Secure Electronics Initiative,Policy Memo,语境,否,https://fas.org/publication/a-national-secure-electronics-initiative/,Developing a sophisticated National Secure Electronics Initiative is integral to the future of US national security.,FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2020-RESPONDING-TO-THE-COVID-19-UNEMPLOYMENT-CRISIS-AND-MEETING-THE-FUTURE-OF-WORK-CHALLENGE,C-FAS-2020-RESPONDING-TO-THE-COVID-19-UNEMPLOYMENT-CRISIS-AND-MEETING-THE-FUTURE-OF-WORK-CHALLENGE,17101,2020-10-13,Responding to the COVID-19 Unemployment Crisis and Meeting the Future of Work Challenge,Policy Memo,语境,否,https://fas.org/publication/responding-to-the-covid-19-unemployment-crisis-and-meeting-the-future-of-work-challenge/,"To address the current unemployment crisis, modernize unemployment insurance nationwide and establish a U.S. Future of Work Commission.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2020-CREATING-A-BROADBAND-DATA-DASHBOARD-TO-SUPPORT-FEDERAL-COMMUNICATIONS-COMMISSION-DECISION-MAKING,C-FAS-2020-CREATING-A-BROADBAND-DATA-DASHBOARD-TO-SUPPORT-FEDERAL-COMMUNICATIONS-COMMISSION-DECISION-MAKING,17095,2020-10-14,Creating a Broadband Data Dashboard to Support Federal Communications Commission Decision-Making,Policy Memo,语境,否,https://fas.org/publication/creating-a-broadband-data-dashboard-to-support-federal-communications-commission-decision-making/,The next administration should launch a concerted broadband data-collection and analysis effort to support broadband decision-making.,FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2020-CREATING-A-COVID-19-COMMISSION-ON-PUBLIC-HEALTH-MISINFORMATION,C-FAS-2020-CREATING-A-COVID-19-COMMISSION-ON-PUBLIC-HEALTH-MISINFORMATION,17097,2020-10-14,Creating a COVID-19 Commission on Public Health Misinformation,Policy Memo,语境,否,https://fas.org/publication/creating-a-covid-19-commission-on-public-health-misinformation/,The next administration should create a high-level COVID-19 Commission on Public Health Misinformation.,FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2020-INCREASING-PUBLIC-ENGAGEMENT-AND-TRANSPARENCY-AT-THE-FCC-BY-HOLDING-A-SECOND-MONTHLY-MEETING,C-FAS-2020-INCREASING-PUBLIC-ENGAGEMENT-AND-TRANSPARENCY-AT-THE-FCC-BY-HOLDING-A-SECOND-MONTHLY-MEETING,17091,2020-10-14,Increasing Public Engagement and Transparency at the FCC by Holding a Second Monthly Meeting,Policy Memo,语境,否,https://fas.org/publication/increasing-public-engagement-and-transparency-at-the-fcc-by-holding-a-second-monthly-meeting/,The next FCC Chair should improve transparency and public debate on pending agency actions by adding another monthly Commissioner’s meeting.,FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
