报告ID,统一目录报告ID,DOI,ISSN,系列,发布日期,报告名称,作者,科学技术创新主题,中国关联,DOI入口,OECD落地页,登记机构,资料层级,全文策略,源文件SHA256,采集日期
C-OECD-DOI-A9B53784-EN,C-OECD-DOI-A9B53784-EN,10.1787/a9b53784-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2017-06-07,Determinants of digital technology use by companies,,技术创新与关键技术,否,https://doi.org/10.1787/a9b53784-en,https://www.oecd.org/en/publications/determinants-of-digital-technology-use-by-companies_a9b53784-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-CDB5DE9B-EN,C-OECD-DOI-CDB5DE9B-EN,10.1787/cdb5de9b-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2017-06-23,Skills and global value chains,,人才大学与科研组织；国际合作开放科学与比较,否,https://doi.org/10.1787/cdb5de9b-en,https://www.oecd-ilibrary.org/science-and-technology/skills-and-global-value-chains_cdb5de9b-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-D8DA8760-EN,C-OECD-DOI-D8DA8760-EN,10.1787/d8da8760-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2017-07-11,The future of global value chains,,国际合作开放科学与比较,否,https://doi.org/10.1787/d8da8760-en,https://www.oecd.org/en/publications/the-future-of-global-value-chains_d8da8760-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-D496F56D-EN,C-OECD-DOI-D496F56D-EN,10.1787/d496f56d-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2017-09-22,"The Microbiome, diet and health",,科学技术创新综合目录,否,https://doi.org/10.1787/d496f56d-en,https://www.oecd.org/en/publications/the-microbiome-diet-and-health_d496f56d-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-9D0E6611-EN,C-OECD-DOI-9D0E6611-EN,10.1787/9d0e6611-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2017-09-26,Marine biotechnology,,技术创新与关键技术,否,https://doi.org/10.1787/9d0e6611-en,https://www.oecd-ilibrary.org/science-and-technology/marine-biotechnology_9d0e6611-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-EDB6E020-EN,C-OECD-DOI-EDB6E020-EN,10.1787/edb6e020-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2017-10-16,Frascati Manual R&D and the System of National Accounts,,科学体系与基础研究,否,https://doi.org/10.1787/edb6e020-en,https://www.oecd-ilibrary.org/science-and-technology/frascati-manual-r-d-and-the-system-of-national-accounts_edb6e020-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-9E296B43-EN,C-OECD-DOI-9E296B43-EN,10.1787/9e296b43-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2017-10-19,Investing in innovation and skills,,创新政策与研发治理；人才大学与科研组织,否,https://doi.org/10.1787/9e296b43-en,https://www.oecd-ilibrary.org/science-and-technology/investing-in-innovation-and-skills_9e296b43-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-15F967FA-EN,C-OECD-DOI-15F967FA-EN,10.1787/15f967fa-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2017-11-03,Matching Crunchbase with patent data,,科学体系与基础研究；技术创新与关键技术,否,https://doi.org/10.1787/15f967fa-en,https://www.oecd-ilibrary.org/industry-and-services/matching-crunchbase-with-patent-data_15f967fa-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-17D0694B-EN,C-OECD-DOI-17D0694B-EN,10.1787/17d0694b-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2017-11-03,Economic shocks and changes in global production structures,,国际合作开放科学与比较,否,https://doi.org/10.1787/17d0694b-en,https://www.oecd-ilibrary.org/industry-and-services/economic-shocks-and-changes-in-global-production-structures_17d0694b-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-6C418D60-EN,C-OECD-DOI-6C418D60-EN,10.1787/6c418d60-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2017-11-03,Using Crunchbase for economic and managerial research,,科学体系与基础研究,否,https://doi.org/10.1787/6c418d60-en,https://www.oecd-ilibrary.org/industry-and-services/using-crunchbase-for-economic-and-managerial-research_6c418d60-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-1A893B58-EN,C-OECD-DOI-1A893B58-EN,10.1787/1a893b58-en,2071-6826,OECD Digital Economy Papers,2017-11-07,Trust in peer platform markets,,科学技术创新综合目录,否,https://doi.org/10.1787/1a893b58-en,https://www.oecd-ilibrary.org/science-and-technology/trust-in-peer-platform-markets_1a893b58-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-8A306011-EN,C-OECD-DOI-8A306011-EN,10.1787/8a306011-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2017-11-17,What role for social sciences in innovation?,,科学体系与基础研究；创新政策与研发治理,否,https://doi.org/10.1787/8a306011-en,https://www.oecd.org/en/publications/what-role-for-social-sciences-in-innovation_8a306011-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-F31E10AB-EN,C-OECD-DOI-F31E10AB-EN,10.1787/f31e10ab-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2017-11-30,Neurotechnology and society,,技术创新与关键技术,否,https://doi.org/10.1787/f31e10ab-en,https://www.oecd-ilibrary.org/science-and-technology/neurotechnology-and-society_f31e10ab-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-7610090D-EN,C-OECD-DOI-7610090D-EN,10.1787/7610090d-en,2071-6826,OECD Digital Economy Papers,2017-12-04,The evolving role of satellite networks in rural and remote broadband access,,科学技术创新综合目录,否,https://doi.org/10.1787/7610090d-en,https://www.oecd-ilibrary.org/science-and-technology/the-evolving-role-of-satellite-networks-in-rural-and-remote-broadband-access_7610090d-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-302B12BB-EN,C-OECD-DOI-302B12BB-EN,10.1787/302b12bb-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2017-12-06,Business models for sustainable research data repositories,,科学体系与基础研究；技术创新与关键技术；产业创新转化与区域生态,否,https://doi.org/10.1787/302b12bb-en,https://www.oecd.org/en/publications/business-models-for-sustainable-research-data-repositories_302b12bb-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-74EDB6A8-EN,C-OECD-DOI-74EDB6A8-EN,10.1787/74edb6a8-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2017-12-08,Open research agenda setting,,科学体系与基础研究,否,https://doi.org/10.1787/74edb6a8-en,https://www.oecd-ilibrary.org/science-and-technology/open-research-agenda-setting_74edb6a8-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-8288D208-EN,C-OECD-DOI-8288D208-EN,10.1787/8288d208-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2017-12-08,Digital platforms for facilitating access to research infrastructures,,科学体系与基础研究；技术创新与关键技术,否,https://doi.org/10.1787/8288d208-en,https://www.oecd.org/en/publications/digital-platforms-for-facilitating-access-to-research-infrastructures_8288d208-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,已进入AI for Science与公共科研基础设施定点全文；按官方全文、净文本和科技创新切片调用,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-E92FA89E-EN,C-OECD-DOI-E92FA89E-EN,10.1787/e92fa89e-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2017-12-08,Co-ordination and support of international research data networks,,科学体系与基础研究；技术创新与关键技术；国际合作开放科学与比较,否,https://doi.org/10.1787/e92fa89e-en,https://www.oecd-ilibrary.org/science-and-technology/co-ordination-and-support-of-international-research-data-networks_e92fa89e-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-FA11A0E0-EN,C-OECD-DOI-FA11A0E0-EN,10.1787/fa11a0e0-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2017-12-08,Strengthening the effectiveness and sustainability of international research infrastructures,,科学体系与基础研究；国际合作开放科学与比较,否,https://doi.org/10.1787/fa11a0e0-en,https://www.oecd.org/en/publications/strengthening-the-effectiveness-and-sustainability-of-international-research-infrastructures_fa11a0e0-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,已按真实科技创新机制缺口定点下载,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-085E0151-EN,C-OECD-DOI-085E0151-EN,10.1787/085e0151-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2018-01-18,Revised proposal for the revision of the statistical definitions of biotechnology and nanotechnology,,技术创新与关键技术,否,https://doi.org/10.1787/085e0151-en,https://www.oecd.org/en/publications/revised-proposal-for-the-revision-of-the-statistical-definitions-of-biotechnology-and-nanotechnology_085e0151-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-F9FF02F4-EN,C-OECD-DOI-F9FF02F4-EN,10.1787/f9ff02f4-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2018-02-08,A portrait of innovative start-ups across countries,,科学技术创新综合目录,否,https://doi.org/10.1787/f9ff02f4-en,https://www.oecd.org/en/publications/a-portrait-of-innovative-start-ups-across-countries_f9ff02f4-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-852BD3B9-EN,C-OECD-DOI-852BD3B9-EN,10.1787/852bd3b9-en,2071-6826,OECD Digital Economy Papers,2018-02-23,Bridging the rural digital divide,,技术创新与关键技术,否,https://doi.org/10.1787/852bd3b9-en,https://www.oecd.org/en/publications/bridging-the-rural-digital-divide_852bd3b9-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-DD98FF58-EN,C-OECD-DOI-DD98FF58-EN,10.1787/dd98ff58-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2018-02-27,Industrial robotics and the global organisation of production,,技术创新与关键技术；产业创新转化与区域生态；国际合作开放科学与比较,否,https://doi.org/10.1787/dd98ff58-en,https://www.oecd.org/en/publications/industrial-robotics-and-the-global-organisation-of-production_dd98ff58-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-38A54ACB-EN,C-OECD-DOI-38A54ACB-EN,10.1787/38a54acb-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2018-03-23,Gene editing in an international context,,国际合作开放科学与比较,否,https://doi.org/10.1787/38a54acb-en,https://www.oecd-ilibrary.org/industry-and-services/gene-editing-in-an-international-context_38a54acb-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-194DDB63-EN,C-OECD-DOI-194DDB63-EN,10.1787/194ddb63-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2018-03-26,Multinational enterprises and global value chains,,国际合作开放科学与比较,否,https://doi.org/10.1787/194ddb63-en,https://www.oecd-ilibrary.org/industry-and-services/multinational-enterprises-and-global-value-chains_194ddb63-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-3C70AFA7-EN,C-OECD-DOI-3C70AFA7-EN,10.1787/3c70afa7-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2018-03-27,Report on statistics and indicators of biotechnology and nanotechnology,,技术创新与关键技术；创新政策与研发治理,否,https://doi.org/10.1787/3c70afa7-en,https://www.oecd-ilibrary.org/industry-and-services/report-on-statistics-and-indicators-of-biotechnology-and-nanotechnology_3c70afa7-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-F041EEAD-EN,C-OECD-DOI-F041EEAD-EN,10.1787/f041eead-en,2071-6826,OECD Digital Economy Papers,2018-03-28,Consumer protection enforcement in a global digital marketplace,,技术创新与关键技术；国际合作开放科学与比较,否,https://doi.org/10.1787/f041eead-en,https://www.oecd-ilibrary.org/science-and-technology/consumer-protection-enforcement-in-a-global-digital-marketplace_f041eead-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-7C45FA66-EN,C-OECD-DOI-7C45FA66-EN,10.1787/7c45fa66-en,2071-6826,OECD Digital Economy Papers,2018-03-29,Consumer product safety in the Internet of Things,,技术创新与关键技术,否,https://doi.org/10.1787/7c45fa66-en,https://www.oecd.org/en/publications/consumer-product-safety-in-the-internet-of-things_7c45fa66-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-2DBFF737-EN,C-OECD-DOI-2DBFF737-EN,10.1787/2dbff737-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2018-03-30,Open and inclusive collaboration in science,,科学体系与基础研究；国际合作开放科学与比较,否,https://doi.org/10.1787/2dbff737-en,https://www.oecd.org/en/publications/open-and-inclusive-collaboration-in-science_2dbff737-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-E124C34A-EN,C-OECD-DOI-E124C34A-EN,10.1787/e124c34a-en,2071-6826,OECD Digital Economy Papers,2018-04-05,Consumer policy and the smart home,,创新政策与研发治理,否,https://doi.org/10.1787/e124c34a-en,https://www.oecd-ilibrary.org/science-and-technology/consumer-policy-and-the-smart-home_e124c34a-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
