报告ID,报告编号,发布日期,观察窗,日文题名,语言,报告类型,资料角色,科技关联层级,主题标签,官方落地页,官方PDF,本地原始资产,本地文本,本地切片或转写,字节数,SHA256,PDF页数,提取文本字符数,本地状态,错误,获取日期
C-CRDS-FY2017-SP-03,CRDS-FY2017-SP-03,2018-03-01,W1,複雑社会における意思決定・合意形成を支える情報科学技術,日文,研究推进战略建议,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2017-SP-03.html,https://www.jst.go.jp/crds/pdf/2017/SP/CRDS-FY2017-SP-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2017-SP-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2017-SP-03.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2017-SP-03.md,3690046,805aa692b82eff181e4e8b4dfd02acb946ebb2e9aceba89ab4b69f554e966ee7,54,63453,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2017-SP-04,CRDS-FY2017-SP-04,2018-03-01,W1,反応・分離を技術革新する電子・イオンの制御科学 ～持続可能な反応プロセスを目指して～,日文,研究推进战略建议,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2017-SP-04.html,https://www.jst.go.jp/crds/pdf/2017/SP/CRDS-FY2017-SP-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2017-SP-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2017-SP-04.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2017-SP-04.md,5530762,6e3ae84b4a9423c9212d1a0b3fe64a258cd9676d5a6a430c3051704dbd4dc7e3,45,79756,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2018-RR-01,CRDS-FY2018-RR-01,2018-04-01,W1,社会経済動向と科学技術イノベーション政策の変遷,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2018-RR-01.html,https://www.jst.go.jp/crds/pdf/2018/RR/CRDS-FY2018-RR-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2018-RR-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2018-RR-01.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2018-RR-01.md,3420338,f5f4b323ef1752dbc4aa788c9797d9ae2e209631339a6a5280771da19dde762b,36,37866,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2018-RR-02,CRDS-FY2018-RR-02,2018-08-01,W1,Beyond Disciplines −JST/CRDSが注目する12の異分野融合領域・横断テーマ (2018年)−,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2018-RR-02.html,https://www.jst.go.jp/crds/pdf/2018/RR/CRDS-BEYOND_DISCIPLINES-2018.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2018-RR-02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2018-RR-02.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2018-RR-02.md,9489875,734278b9feaaf295813a477fee16c69275e939ab3b5edfe16c24a34413bf36f8,88,131828,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2018-SP-01,CRDS-FY2018-SP-01,2018-10-01,W1,自然科学と人文・社会科学との連携を具体化するために−連携方策と先行事例−,日文,研究推进战略建议,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2018-SP-01.html,https://www.jst.go.jp/crds/pdf/2018/SP/CRDS-FY2018-SP-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2018-SP-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2018-SP-01.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2018-SP-01.md,3713967,4038d873b3d83b783940613e8b8da72e94cf0bbc8099d1a4d688f4ac64409872,122,84409,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2018-SP-02,CRDS-FY2018-SP-02,2018-11-01,W1,バイオ材料工学　～生体との相互作用を能動的に制御するバイオアダプティブ材料の創出～,日文,研究推进战略建议,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2018-SP-02.html,https://www.jst.go.jp/crds/pdf/2018/SP/CRDS-FY2018-SP-02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2018-SP-02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2018-SP-02.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2018-SP-02.md,4811375,61ada20cfc083075ab1e52c50769839e5fa8dde1324e88ff818be33670059e73,41,60286,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2018-RR-03,CRDS-FY2018-RR-03,2018-12-01,W1,計測横断チーム調査報告書　計測の俯瞰と新潮流,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2018-RR-03.html,https://www.jst.go.jp/crds/pdf/2018/RR/CRDS-FY2018-RR-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2018-RR-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2018-RR-03.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2018-RR-03.md,7038719,dfe21d65b89961dfdb6e7163869b970e0e048e07233893dcfad2bbbf6dd2f00e,74,77077,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2018-SP-03,CRDS-FY2018-SP-03,2018-12-01,W1,AI応用システムの安全性・信頼性を確保する新世代ソフトウェア工学の確立,日文,研究推进战略建议,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2018-SP-03.html,https://www.jst.go.jp/crds/pdf/2018/SP/CRDS-FY2018-SP-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2018-SP-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2018-SP-03.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2018-SP-03.md,2839709,0fac80ae2da5345738dc309158433955f67d2e5a6f2a2e1a4ead5444218fb91a,54,44253,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2018-SP-04,CRDS-FY2018-SP-04,2018-12-01,W1,みんなの量子コンピューター　～情報・数理・電子工学と拓く新しい量子アプリ～,日文,研究推进战略建议,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2018-SP-04.html,https://www.jst.go.jp/crds/pdf/2018/SP/CRDS-FY2018-SP-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2018-SP-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2018-SP-04.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2018-SP-04.md,5060697,f488f219b738e567a60da514e5f0cb2b975923a3a8f70525f5cc67b015681da9,67,99487,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2018-SP-05,CRDS-FY2018-SP-05,2019-02-01,W2,トランススケール力学制御による材料イノベーション　～マクロな力学現象へのナノスケールからのアプローチ～,日文,研究推进战略建议,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2018-SP-05.html,https://www.jst.go.jp/crds/pdf/2018/SP/CRDS-FY2018-SP-05.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2018-SP-05.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2018-SP-05.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2018-SP-05.md,2441637,b14638222a7571c9d660673abc13d536570815f85dddb97fde38b34c4cc6fb5d,41,57938,官方PDF已保存并校验,,2026-08-22
E-CRDS-2019-ENVENERGY,CRDS-FY2018-FR-01,2019-03-01,W2,環境・エネルギー分野（2019年）,日文,研究开发全景报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2018-FR-01.html,https://www.jst.go.jp/crds/pdf/2018/FR/CRDS-FY2018-FR-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\E-CRDS-2019-ENVENERGY.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\E-CRDS-2019-ENVENERGY.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\E-CRDS-2019-ENVENERGY.md,13690508,4f26daf14863032d9158110e112a948f322aa4cd885c95a4941dac07908c7252,517,779799,复用库内既有资产,,2026-08-22
E-CRDS-2019-SYSTEMS,CRDS-FY2018-FR-02,2019-03-01,W2,システム・情報科学技術分野（2019年）,日文,研究开发全景报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2018-FR-02.html,https://www.jst.go.jp/crds/pdf/2018/FR/CRDS-FY2018-FR-02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\E-CRDS-2019-SYSTEMS.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\E-CRDS-2019-SYSTEMS.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\E-CRDS-2019-SYSTEMS.md,9680065,217310b8de1659edc6e65841426d1e4ae020fcbb94062599e73d3720237bf47c,419,688213,复用库内既有资产,,2026-08-22
E-CRDS-2019-NANO,CRDS-FY2018-FR-03,2019-03-01,W2,ナノテクノロジー・材料分野（2019年）,日文,研究开发全景报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2018-FR-03.html,https://www.jst.go.jp/crds/pdf/2018/FR/CRDS-FY2018-FR-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\E-CRDS-2019-NANO.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\E-CRDS-2019-NANO.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\E-CRDS-2019-NANO.md,10747428,c1062a4fb1d0edc693396e9e5577a1d35b3a0bcb93ecc7859e103e5f738f1a8e,481,797858,复用库内既有资产,,2026-08-22
E-CRDS-2019-LIFE,CRDS-FY2018-FR-04,2019-03-01,W2,ライフサイエンス・臨床医学分野（2019年）,日文,研究开发全景报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2018-FR-04.html,https://www.jst.go.jp/crds/pdf/2018/FR/CRDS-FY2018-FR-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\E-CRDS-2019-LIFE.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\E-CRDS-2019-LIFE.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\E-CRDS-2019-LIFE.md,9728416,ab66b00fbf30a84918bdf7eaef64f5db8bc8225c168df561ccdb3ba931a62579,651,1174543,复用库内既有资产,,2026-08-22
C-CRDS-FY2018-FR-05,CRDS-FY2018-FR-05,2019-03-01,W2,研究開発の俯瞰報告書　主要国の研究開発戦略（2019年）,日文,研究开发全景报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较；中国科技政策与能力比较,https://www.jst.go.jp/crds/report/CRDS-FY2018-FR-05.html,https://www.jst.go.jp/crds/pdf/2018/FR/CRDS-FY2018-FR-05.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2018-FR-05.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2018-FR-05.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2018-FR-05.md,11937764,f69cbecf51b38059d987c7b3ac82d49e566bdd29e4f664cab902091b6cd1d324,260,360545,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2018-FR-06,CRDS-FY2018-FR-06,2019-03-01,W2,日本の科学技術イノベーション政策の変遷　～科学技術基本法の制定から現在まで～,日文,研究开发全景报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2018-FR-06.html,https://www.jst.go.jp/crds/pdf/2018/FR/CRDS-FY2018-FR-06.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2018-FR-06.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2018-FR-06.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2018-FR-06.md,40305340,f80249a408de06e41f9f88d4cff2b1a87186065b58f427e842f17a017d357fda,214,193188,官方PDF已保存并校验,,2026-08-22
